Notice Date,Shop,Address,Municipality,Offence,ChargeBy,Charge,LAT,LON
2021-2-2,Subway,"20 Bur Oak Ave., Unit 3",City of Markham,"Pt. 1 ROA - Business Regulations (missing safety plan, no capacity sign)",Markham Bylaw Enforcement,$750 + surcharge = $880,43.888647,-79.315799
2021-2-2,The Source,17600 Yonge St,Town of Newmarket,Pt. 1 ROA - No masks/face coverings,Newmarket Bylaw Enforcement,$750 + surcharge = $880,44.055777,-79.480643
2021-2-2,Tina‚Äö√Ñ√¥s Grill,"330 McClellan Way, Unit 3",Town of Aurora,"Pt. 1 ROA fail to comply with a continued section 7.0.2. order - employees without mask, no capacity sign, and no safety plan",Aurora Bylaw Enforcement,$750 + surcharge = $880,43.970573,-79.486918
2021-2-2,Top Beauty Supply Inc.,370 Alden Rd.,City of Markham,Pt. 1 ROA - Business Regulations (missing safety plan),Markham Bylaw Enforcement,$750 + surcharge = $880,43.833707,-79.334254
2021-2-2,Vimi Laser & Skincare Clinic,9909 Markham Rd.,City of Markham,Pt. 1 ROA - Business Regulations (business open contrary to order),Markham Bylaw Enforcement,$750 + surcharge = $880,43.907232,-79.267622
2021-2-2,Walmart,8300 Hwy 27,City of Vaughan,"Pt. 1 ROA - O. Reg. 82/20 - Fail to ensure that any person in the indoor area of the premises wears a mask or face covering that covers their mouth, nose and chin.",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.78678,-79.625056
2021-2-2,Woodbridge Bakery Convenience,"630 Aberdeen Avenue, Woodbridge",City of Vaughan,Pt. 1 ROA - permitting indoor dining,Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.789946,-79.56812
2021-2-9,AKT Chicken,2002 Middlefield Rd.,City of Markham,Pt. 1 ROA - Business Regulations (missing safety plan),Markham Bylaw Enforcement,$750 + surcharge = $880,43.833229,-79.268054
2021-2-9,Bagel Nash,7355 Bayview Ave.,City of Markham,Pt. 1 ROA - Business Regulations (missing safety plan; buffet open),Markham Bylaw Enforcement,$750 + surcharge = $880,43.813272,-79.399783
2021-2-9,Beefing with 7,2 Fenton Rd.,City of Markham,Pt. 1 ROA - Business Regulations (missing safety plan),Markham Bylaw Enforcement,$750 + surcharge = $880,43.827558,-79.291916
2021-2-9,Costco,55 New Huntington,City of Vaughan,"Pt. 1 ROA O. Reg. 82/20 - Fail to operate the business or organization in compliance with the advice, recommendations and instructions of public health officials",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.772593,-79.643189
2021-2-9,Dollar Tree,560 Copper Creek Dr.,City of Markham,Pt. 1 ROA ‚Äì Business Regulations (missing capacity tracking),Markham Bylaw Enforcement,$750 + surcharge = $880,43.868954,-79.212976
2021-2-9,D's Studio,30 Gibson Dr.,City of Markham,Pt. 1 ROA - Business Regulations (business open contrary to order),Markham Bylaw Enforcement,$750 + surcharge = $880,43.823785,-79.326231
2021-2-9,Evergreen Drug Mart,2002 Middlefield Rd.,City of Markham,Pt. 1 ROA - Business Regulations (missing safety plan),Markham Bylaw Enforcement,$750 + surcharge = $880,43.833229,-79.268054
2021-2-9,Far East Feng Shou,3255 Hwy 7 E,City of Markham,Pt. 1 ROA - Business Regulations (business open contrary to order),Markham Bylaw Enforcement,$750 + surcharge = $880,43.851858,-79.348431
2021-2-9,Fave Caf√© + Bar,3000 Hwy 7 E,City of Markham,Pt. 1 ROA - Business Regulations (missing safety plan),Markham Bylaw Enforcement,$750 + surcharge = $880,43.850203,-79.357184
2021-2-9,Glenville Wellness,1661 Denison St.,City of Markham,Pt. 1 ROA - Business Regulations (missing safety plan; missing capacity and face covering signage),Markham Bylaw Enforcement,$750 + surcharge = $880,43.834733,-79.306247
2021-2-9,Great Mountain Ginseng Corp.,4300 Steeles Ave. E,City of Markham,Pt. 1 ROA - Business Regulations (missing safety plan),Markham Bylaw Enforcement,$750 + surcharge = $880,43.822283,-79.313132
2021-2-9,IFix That 2,8339 Kennedy Rd.,City of Markham,Pt. 1 ROA - Business Regulations (missing safety plan),Markham Bylaw Enforcement,$750 + surcharge = $880,43.857463,-79.303848
2021-2-9,Juicy Mix,4300 Kennedy Rd.,City of Markham,Pt. 1 ROA - Business Regulations (missing safety plan),Markham Bylaw Enforcement,$750 + surcharge = $880,43.825139,-79.307784
2021-2-9,Kamikaze Sushi,8339 Kennedy Rd.,City of Markham,Pt. 1 ROA - Business Regulations (missing safety plan),Markham Bylaw Enforcement,$750 + surcharge = $880,43.857463,-79.303848
2021-2-9,Kimmberly Interior Designs,255 Bass Pro Mills Dr.,City of Vaughan,"Pt. 1 ROA O. Reg. 82/20 - Fail to operate the business or organization in compliance with the advice, recommendations and instructions of public health officials",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.821426,-79.54133
2021-2-9,Kitchen Food Fair,82 Copper Creek Dr.,City of Markham,Pt. 1 ROA - Business Regulations (missing safety plan),Markham Bylaw Enforcement,$750 + surcharge = $880,43.866864,-79.228458
2021-2-9,Lions Pub And Grill,1091 Gorham St,Town of Newmarket,Pt. 1 Town of Newmarket Emergency Measures Bylaw - Required to be closedTown of Newmarket Emergency Bylaw - Required to be closed,Newmarket Bylaw Enforcement,$750 + surcharge = $880,44.057054,-79.428757
2021-2-9,Mobile Square,8339 Kennedy Rd.,City of Markham,Pt. 1 ROA - Business Regulations (missing safety plan),Markham Bylaw Enforcement,$750 + surcharge = $880,43.857463,-79.303848
2021-2-9,NaVape,4300 Steeles Ave. E,City of Markham,Pt. 1 ROA - Business Regulations (missing safety plan),Markham Bylaw Enforcement,$750 + surcharge = $880,43.822283,-79.313132
2021-2-9,Paradise Pizza & Wings,3232 Steeles Ave,City of Vaughan,"Pt. 1 ROA O. Reg. 82/20- Fail to wear appropriate personal protective equipment in the course of providing services, if within two metres of another person or if not separated by an impermeable barrier",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.774503,-79.525933
2021-2-9,Pike Chiropractic Healing Centre,"204 Simcoe Ave, Keswick",Town of Georgina,Pt. 1 - Fail to comply with continued Section 7.0.2 Order O. Reg. 82/80 ‚Äì Rules for Areas in Stage 1,Georgina Bylaw Enforcement,$750 + surcharge = $880,44.241848,-79.473812
2021-2-9,Ramona's Kitchen,7355 Bayview Ave.,City of Markham,Pt. 1 ROA - Business Regulations (missing safety plan; staff not wearing masks),Markham Bylaw Enforcement,$750 + surcharge = $880,43.813272,-79.399783
2021-2-9,Residence,Not disclosed,Town of East Gwillimbury,Pt. 1 - Fail to comply with continued Section 7.0.2 Order O. Reg. 82/20 ‚Äì Attend a social gathering held indoors,Aurora Bylaw Enforcement,$750 + surcharge = $880,,
2021-2-9,Ricci's Pizzeria,8401 Weston Road,City of Vaughan,Pt 1 ROA - Lack of masks,York Region Public Health,$750 + surcharge = $880,43.807153,-79.551601
2021-2-9,Roadside Hot Pot,8333 Kennedy Rd.,City of Markham,Pt. 1 ROA - Business Regulations (missing safety plan),Markham Bylaw Enforcement,$750 + surcharge = $880,43.856792,-79.304463
2021-2-9,V-Convenience,2 Fenton Rd.,City of Markham,Pt. 1 ROA - Business Regulations (missing safety plan),Markham Bylaw Enforcement,$750 + surcharge = $880,43.827558,-79.291916
2021-2-9,Wild Wings,70 Copper Creek Dr.,City of Markham,Pt. 1 ROA - Business Regulations (missing safety plan),Markham Bylaw Enforcement,$750 + surcharge = $880,43.865903,-79.228924
2021-2-16,Chatime,9255 Woodbine Ave.,City of Markham,Pt. 1 ROA - Business Regulations - over capacity; missing capacity,Markham Bylaw Enforcement,$750 + surcharge = $880,43.869127,-79.362951
2021-2-16,Choy Studios,3 Heritage Rd.,City of Markham,Pt. 1 ROA - Business Regulations - business open contrary to order,Markham Bylaw Enforcement,$750 + surcharge = $880,43.871072,-79.279881
2021-2-16,Church‚Äôs Chicken,9590 McCowan Rd.,City of Markham,Pt. 1 ROA ‚Äì Business Regulations - missing safety plan,Markham Bylaw Enforcement,$750 + surcharge = $880,43.893306,-79.290836
2021-2-16,Residence,Not disclosed,City of Markham,Pt. 1 ROA - Face Coverings - not wearing face mask,Markham Bylaw Enforcement,$750 + surcharge = $880,,
2021-2-16,Cornell Pharmacy,106 Cornell Park Ave.,City of Markham,Pt. 1 ROA - Face Coverings - staff not wearing face mask,Markham Bylaw Enforcement,$750 + surcharge = $880,43.889391,-79.232705
2021-2-16,Fresh Ways Supermarket,3275 Hwy 7,City of Markham,Pt. 1 ROA ‚Äì Business Regulations - no crowd control,Markham Bylaw Enforcement,$750 + surcharge = $880,43.851444,-79.350247
2021-2-16,Laymoon Restaurant Caf√©,7315 Yonge St.,City of Markham,Pt. 1 ROA - Business Regulations - missing safety plan; in person dining,Markham Bylaw Enforcement,$750 + surcharge = $880,43.805553,-79.421999
2021-2-16,Spicy Pizza Wings,38 Karachi Dr.,City of Markham,Pt. 1 ROA - Business Regulations - missing safety plan; in person dining,Markham Bylaw Enforcement,$750 + surcharge = $880,43.849534,-79.252424
2021-2-16,Walmart,670 Applewood Crescent,City of Vaughan,"O. Reg. 82/20, Schedule 1, Sec. 2.(4) [Fail to ensure that any person in the indoor area of the premises wears a mask or face covering that covers their mouth, nose and chin.]",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.798299,-79.537243
2021-2-16,Wan Shun Ginseng & Herbs,1661 Denison St.,City of Markham,Pt. 1 ROA - Business Regulations - missing safety plan; missing capacity,Markham Bylaw Enforcement,$750 + surcharge = $880,43.834733,-79.306247
2021-2-16,Woodgreen Pharmacy,10 Unionville Gate,City of Markham,Pt. 1 ROA - Business Regulations - missing safety plan; missing capacity,Markham Bylaw Enforcement,$750 + surcharge = $880,43.856138,-79.307409
2021-2-16,Zaiqah,2352 Middlefield Rd.,City of Markham,Pt. 1 ROA ‚Äì Business Regulations in person dining,Markham Bylaw Enforcement,$750 + surcharge = $880,43.841741,-79.265107
2021-2-23,"4 individuals, homeowner and 3 contractors",N/A,City of Markham,ROA - Gathering Limits (indoor gathering/reno-construction),Markham Bylaw Enforcement,$750 + surcharge = $880,,
2021-2-23,Grand Lake Chinese Cuisine,8362 Kennedy Rd.,City of Markham,ROA - Business Regulations (in person dining),Markham Bylaw Enforcement,$750 + surcharge = $880,43.860199,-79.302696
2021-2-23,La Jolie Iris Spa,42 Cathedral High St.,City of Markham,ROA - Business Regulations (business open contrary to order),Markham Bylaw Enforcement,$750 + surcharge = $880,43.893203,-79.37632
2021-2-23,Private residence,N/A,City of Vaughan,"8 Charges: COVID-19 Emergency By-Law 037-2020, Sec. 10.0(1) Fail to comply with any provision of the By-law, including an Order or Enforcement Order made under the By-law8 Charges: COVID-19 Emergency By-Law 037-2020, Sec.7.0(2) Fail to maintain a social distance from any other individual",Vaughan Bylaw Enforcement,$750 + surcharge = $880,,
2021-2-23,The Dog Idol,38 Buttonfield Rd.,City of Markham,ROA - Business Regulations (4 dogs on premises),Markham Bylaw Enforcement,$750 + surcharge = $880,43.868416,-79.357019
2021-2-23,Woodbine KFF,7333 Woodbine Ave.,City of Markham,ROA - Business Regulations (missing safety plan),Markham Bylaw Enforcement,$750 + surcharge = $880,43.822561,-79.350853
2021-3-2,Beauty Garden,1661 Denison St.,City of Markham,ROA - Business Regulations - missing safety plan,Markham Bylaw Enforcement,$750 + surcharge = $880,43.834733,-79.306247
2021-3-2,Best Cut Hair Design,1661 Denison St.,City of Markham,ROA - Business Regulations - missing safety plan; no customer tracking,Markham Bylaw Enforcement,$750 + surcharge = $880,43.834733,-79.306247
2021-3-2,Daliran Jewellery Inc.,7181 Yonge St. Unit 175,City of Markham,ROA - Face Coverings - owner and customer not wearing masks,Markham Bylaw Enforcement,$750 + surcharge = $880,43.80353,-79.421517
2021-3-2,Foody Mart,5221 Highway 7 E,City of Markham,"Part 1 ROA – Not monitoring capacity, high touch surfaces not cleaned and sanitized",York Region Public Health,$750 + surcharge = $880,43.866807,-79.28576
2021-3-2,Fortinos,3940 Hwy 7,City of Vaughan,"O. Reg. 82/20, Schedule 1 - Fail to limit the number of persons in the place of business or facility so that every member of the public is able to maintain a physical distance of at least two metres from every other person in the business or facility.",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.787892,-79.555144
2021-3-2,Grey Goat,74 Main St. S,Town of Newmarket,"2 Charges: Emergency Measures By-law: Failure to comply with Provincial Reg Section 3.7, Face Covering Section 3.4",Newmarket Bylaw Enforcement,$750 + surcharge = $880,44.056685,-79.459911
2021-3-2,Hibachi Teppanyaki & Bar,3900 Hwy 7,City of Vaughan,"O. Reg. 263/20, Schedule 1 - Fail to post a sign that states the maximum capacity",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.788424,-79.552601
2021-3-2,Instyle Nail Spa,50 Lockridge Ave.,City of Markham,ROA - Business Regulations - missing safety plan,Markham Bylaw Enforcement,$750 + surcharge = $880,43.871516,-79.342759
2021-3-2,La Taquizza,3175 Rutherford Road,City of Vaughan,Part 1 ROA – Not recording contact information of seated patrons,York Region Public Health,$750 + surcharge = $880,43.829689,-79.537033
2021-3-2,LCBO,7850 Weston Rd.,City of Vaughan,"O. Reg. 263/20, Schedule 1 - Fail to post a sign that states the maximum capacity",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.792027,-79.548221
2021-3-2,Mark's,200 Windflower Gate,City of Vaughan,"O. Reg. 263/20, Schedule 1 - Fail to ensure that member of the public are able to maintain a physical distance of at least 2 metres",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.790295,-79.553054
2021-3-2,QQ Spa,10 East Wilmont St. Unit 25,City of Richmond Hill,Pt. 1 - Fail to comply with continued Section 7.0.2 Order O. Reg. 263/20 – Rules for Areas in Stage 2 - Patron not wearing a face covering.,Richmond Hill Bylaw Enforcement,$750 + surcharge = $880,43.852975,-79.383351
2021-3-2,Real Fruit Bubble Tea,1 Bass Pro Mills Dr.,City of Vaughan,"COVID-19 Emergency By-Law 037-2020, Sec. 10.0(1) - Fail to comply with any provision of the By-law, including an Order or Enforcement Order made under the By-law",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.821902,-79.539224
2021-3-2,Serene Ocean Wellness Centre,9011 Leslie St. Unit 212,City of Richmond Hill,2 Charges: - Pt. 1 - Fail to comply with continued Section 7.0.2 Order O. Reg. 263/20 – Rules for Areas in Stage 2 - Patrons not wearing a face covering.,Richmond Hill Bylaw Enforcement,$750 + surcharge = $880,43.846581,-79.382817
2021-3-2,Shangri-La Wellness Centre,160 East Beaver Creek Rd. Unit 12,City of Richmond Hill,Pt. 1 - Fail to comply with continued Section 7.0.2 Order O. Reg. 263/20 – Rules for Areas in Stage 2 - Patron not wearing a face covering.,Richmond Hill Bylaw Enforcement,$750 + surcharge = $880,43.849143,-79.377338
2021-3-2,Sirens,200 Windflower Gate,City of Vaughan,"O. Reg. 263/20, Schedule 1 - Fail to post a sign that states the maximum capacity",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.790295,-79.553054
2021-3-2,Sleep Country Canada,7850 Weston Rd.,City of Vaughan,"O. Reg. 263/20, Schedule 1 - Fail to post a sign that states the maximum capacity",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.792027,-79.548221
2021-3-2,Sweet Spa,38 Buttonfield Rd.,City of Markham,ROA - Business Regulations - missing safety plan,Markham Bylaw Enforcement,$750 + surcharge = $880,43.868416,-79.357019
2021-3-2,The Barber Shop,3175 Rutherford Rd.,City of Vaughan,"COVID-19 Emergency By-Law 037-2020, Sec. 10.0(1) - Fail to comply with any provision of the By-law, including an Order or Enforcement Order made under the By-law",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.829689,-79.537033
2021-3-2,Tony Kwoon Salon,8360 Kennedy Road,City of Markham,"Part 1 ROA - Lack of physical distancing, no COVID-19 safety plan",York Region Public Health,$750 + surcharge = $880,43.858031,-79.303409
2021-3-2,Yolanda Nails and Spa,761 Davis Drive,Town of Newmarket,Pt. 1 - Operating during provincial lockdown,York Region Public Health,$750 + surcharge = $880,44.06266,-79.445649
2021-3-9,100 Town Centre Blvd Protest,100 Town Centre Blvd,City of Markham,ROA - Gathering Limits (protest),Markham Bylaw Enforcement,$750 + surcharge = $880,43.855993,-79.340015
2021-3-9,Allseason Cellphone Accessories,9390 Woodbine Ave.,City of Markham,ROA - Face Coverings (staff not wearing face masks),Markham Bylaw Enforcement,$750 + surcharge = $880,43.872691,-79.363914
2021-3-9,Aritzia,1 Promenade Cir,City of Vaughan,"O. Reg. 263/20, Schedule 1, Sec. 3.(5) Fail to post a sign that states the maximum capacity",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.807018,-79.450167
2021-3-9,Bollocks Pub and Kitchen,1076 Hoover Park Drive,Town of Whitchurch - Stouffville,Pt. 1 ROA– Improper mask use,YR Public Health,$750 + surcharge = $880,43.957152,-79.277166
2021-3-9,Costco,35 John Birchall Road,City of Richmond Hill,Pt. 1 ROA – Lack of physical distancing,YR Public Health,$750 + surcharge = $880,43.90126,-79.39291
2021-3-9,Cynthia’s Paradise,7-16715 Yonge Street,Town of Newmarket,Pt. 1 ROA – Over 10 people dining indoors,YR Public Health,$750 + surcharge = $880,44.035462,-79.475773
2021-3-9,Dollarama,5731 Hwy 7,City of Vaughan,"O. Reg. 263/20, Schedule 2, Sec. 6.2(1)1. Fail to limit the number of persons in the place of business or facility so that the total number of members of the public does not exceed 50% capacity.",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.775144,-79.612688
2021-3-9,Elm Jian Kang Care,669 Major Mackenzie Dr. Unit A,City of Richmond Hill,Pt. 1 - Fail to comply with continued Section 7.0.2 Order O. Reg. 263/20 – Rules for Areas in Stage 2 - Patron not wearing a face covering.,Richmond Hill Bylaw Enforcement,$750 + surcharge = $880,43.875825,-79.416244
2021-3-9,Flor Cake,9390 Woodbine Ave.,City of Markham,ROA - Face Coverings (staff not wearing face masks),Markham Bylaw Enforcement,$750 + surcharge = $880,43.872691,-79.363914
2021-3-9,Ichiki Japanese & Thai Restaurant,"3520 Major MacKenzie Dr W,",City of Vaughan,"O. Reg. 263/20, Schedule 2, Sec. 1.(1)7. Fail to limit the number of patrons seated indoors so as to maintain a physical distance of at least two metres from every other person in the establishment, and in any event not exceeding 10 patrons.",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.845817,-79.553294
2021-3-9,Island Mix Restaurant and Lounge,3175 Rutherford Rd,City of Vaughan,"O. Reg. 263/20, Schedule 1, Sec. 2.(4) Fail to ensure that a person in the indoor area of the business of the premises is wearing a face covering

        O. Reg. 263/20, Schedule 2, Sec. 1.(1)7. Fail to limit the number of patrons seated indoors so as to maintain a physical distance of at least two metres from every other person in the establishment, and in any event not exceeding 10 patrons.",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.829689,-79.537033
2021-3-9,Just Relax Wellness Centre,160 East Beaver Creek Rd. Unit 17,City of Richmond Hill,Pt. 1 - Fail to comply with continued Section 7.0.2 Order O. Reg. 263/20 – Rules for Areas in Stage 2 - Patron not wearing a face covering.,Richmond Hill Bylaw Enforcement,$750 + surcharge = $880,43.849143,-79.377338
2021-3-9,Kayamono Japanese,1-110 Windflower Gate,City of Vaughan,Pt. 1 ROA – Over 10 people dining indoors,YR Public Health,$750 + surcharge = $880,43.79015,-79.553777
2021-3-9,Kobi Korean BBQ,100 Steeles Ave W,City of Vaughan,"O. Reg. 263/20, Schedule 2, Sec. 1(1)10 Fail to ensure that no person is dancing, singing or performing music at the establishment",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.797251,-79.423605
2021-3-9,La Paloma,1-200 Windflower Gate,City of Vaughan,Pt. 1 ROA – Lack of contact tracing logs,YR Public Health,$750 + surcharge = $880,43.790295,-79.553054
2021-3-9,M&CO Burgers,3175 Rutherford Rd,City of Vaughan,"COVID-19 Emergency By-Law 037-2020, Sec. 10.0(1) Fail to comply with any provision of the By-law, including an Order or Enforcement Order made under the By-law",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.829689,-79.537033
2021-3-9,Marado Sushi,7323 Yonge Street,City of Markham,Pt. 1 ROA – Over 10 people dining indoors,YR Public Health,$750 + surcharge = $880,43.805839,-79.422067
2021-3-9,Markham Sports Dome,5300 14th Avenue,City of Markham,Pt. 1 ROA – Teams playing at indoor facility/ more than 10 per field,YR Public Health,$750 + surcharge = $880,43.849584,-79.278252
2021-3-9,Nations Fresh Food,7600 Weston Rd,City of Vaughan,"O. Reg. 263/20, Schedule 1, Sec. 2.(4) Fail to ensure that a person in the indoor area of the business of the premises is wearing a face covering",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.787899,-79.547285
2021-3-9,Nice One Nails,3-18265 Yonge Street,Town of East Gwillimbury,Pt. 1 ROA – No COVID-19 safety plan or screening of employees,YR Public Health,$750 + surcharge = $880,44.073352,-79.484842
2021-3-9,North Restaurant,100 Steeles Ave W,City of Vaughan,"O. Reg. 263/20, Schedule 2, Sec. 1(1)10 Fail to ensure that no person is dancing, singing or performing music at the establishment",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.797251,-79.423605
2021-3-9,O Mei Restaurant,420 Highway 7 E,City of Markham,Pt. 1 ROA – Over 10 people dining indoors,YR Public Health,$750 + surcharge = $880,43.84249,-79.391116
2021-3-9,One Plus One Spa,9218 Yonge St. Unit 6,City of Richmond Hill,2 TWO - Pt. 1 - Fail to comply with continued Section 7.0.2 Order O. Reg. 263/20 – Rules for Areas in Stage 2 - Patrons not wearing a face covering.,Richmond Hill Bylaw Enforcement,$750 + surcharge = $880,43.852176,-79.432882
2021-3-9,Ozzy’s Burgers,3175 Rutherford Rd,City of Vaughan,"COVID-19 Emergency By-Law 037-2020, Sec. 10.0(1) Fail to comply with any provision of the By-law, including an Order or Enforcement Order made under the By-law",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.829689,-79.537033
2021-3-9,R&T Nail Lounge,B-54 Davis Drive,Town of Newmarket,Pt. 1 ROA – No COVID-19 safety plan,YR Public Health,$750 + surcharge = $880,44.055398,-79.477812
2021-3-9,Randevu Restaurant,7700 Bathurst St,City of Vaughan,"O. Reg. 263/20, Schedule 1, Sec. 4(1.5) Fail to ensure that music is not played at the decibel level that exceeds the level of normal conversation",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.80982,-79.449796
2021-3-9,Salon Linda,87-3550 Rutherford Road,City of Vaughan,"— Pt. 1 ROA – Lack of physical distancing— O. Reg. 263/20, Schedule 1, Sec. 3.(1)(a) Fail to limit the number of persons in the place of business or facility so that every member of the public is able to maintain a physical distance of at least two metres from every other person in the business or facility.",YR Public HealthVaughan Bylaw Enforcement,$750 + surcharge = $880,43.827415,-79.549378
2021-3-9,Sariwon Korean BBQ Restaurant,7388 Yonge Street,City of Markham,Pt. 1 ROA – Over 10 people dining indoors (x3),YR Public Health,$750 + surcharge = $880,43.809144,-79.422887
2021-3-9,The Relief Salon,21 Roysun Rd Unit 5,City of Vaughan,"O. Reg. 263/20, Schedule 1, Sec. 2.(4) Fail to ensure that a person in the indoor area of the business of the premises is wearing a face covering]",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.769048,-79.608677
2021-3-9,The Zen,5779 Main Street,Town of Whitchurch - Stouffville,Pt. 1 ROA – No COVID-19 safety plan,YR Public Health,$750 + surcharge = $880,43.967693,-79.263245
2021-3-9,Transatlantic Fine Cars Ltd. – Jaguar Land Rover Thornhill Pre Owned Centre,8790 Yonge St,City of Richmond Hill,Pt. 1 - Fail to comply with continued Section 7.0.2 Order O. Reg. 263/20 – Rules for Areas in Stage 2 – Several staff not wearing a face covering. Fine issued to the Manager of the business.,Richmond Hill Bylaw Enforcement,$750 + surcharge = $880,43.841473,-79.430298
2021-3-9,Turf Athletic Club,1-31 Jevlan Drive,City of Vaughan,Pt. 1 ROA – No COVID-19 safety plan,YR Public Health,$750 + surcharge = $880,43.794422,-79.546603
2021-3-9,Walmart,255 Silver Linden Drive,City of Richmond Hill,Pt. 1 ROA – Lack of physical distancing,YR Public Health,$750 + surcharge = $880,43.840959,-79.414426
2021-3-9,Woodgreen Pharmacy,10 Unionville Gate,City of Markham,ROA - Business Regulations (missing safety plan),Markham Bylaw Enforcement,$750 + surcharge = $880,43.856138,-79.307409
2021-3-9,XXI Chophouse,21 Nashville Rd,City of Vaughan,"O. Reg. 263/20, Schedule 2, Sec. 1.(1)7. Fail to limit the number of patrons seated indoors so as to maintain a physical distance of at least two metres from every other person in the establishment, and in any event not exceeding 10 patrons.",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.843981,-79.629471
2021-3-9,Yang's Kitchen,4261 Hwy 7 E,City of Markham,ROA - Gathering Limits (over capacity),Markham Bylaw Enforcement,$750 + surcharge = $880,43.860163,-79.315036
2021-3-9,Ye Skewers Hot Pot,15480 Bayview Avenue,Town of Aurora,Part I ROA – Fail to comply with a continued Section 7.0.2. Order: over capacity,Aurora Bylaw Enforcement,$750 + surcharge = $880,44.011564,-79.445331
2021-3-9,YRCC,8360 Kennedy Rd.,City of Markham,ROA - Business Regulations (no active screening at entrance); Gathering Limits (no count of patrons in mall),Markham Bylaw Enforcement,$750 + surcharge = $880,43.858031,-79.303409
2021-3-16,Can-Asia Grocers Inc.,9699 Jane St.,City of Vaughan,"O. Reg. 263/20, Schedule 1, Sec. 2.(4) Fail to ensure that a person in the indoor area of the business of the premises is wearing a face covering",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.845124,-79.535717
2021-3-16,Designer Row – Upper Major 2 (Upper Canada Mall),"17600 Yonge Street, Newmarket",Town of Newmarket,"Pt. 1 ROA – No COVID-19 safety plan, no screening of employees",YR Public Health,$750 + surcharge = $880,44.055777,-79.480643
2021-3-16,Down to Earth Natural Foods,"10720 Yonge Street, Richmond Hill",City of Richmond Hill,Pt. 1 ROA – Lack of masks worn by employees,YR Public Health,$750 + surcharge = $880,43.888741,-79.44133
2021-3-16,Elements Nails & Spa,"Bldg AA – 9750 Weston Road, Vaughan",City of Vaughan,"Pt. 1 ROA – No COVID-19 safety plan, no screening of employees",YR Public Health,$750 + surcharge = $880,43.838254,-79.559145
2021-3-16,Hero Certified Burgers,3737 Major Mackenzie Dr. W.,City of Vaughan,"O. Reg. 263/20, Schedule 2, Sec. 1.(1)4.i Fail to record the name and contact information of every patron that enters an area of the establishment.",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.845071,-79.558961
2021-3-16,King Groceries & Halal Meat,9699 Jane St.,City of Vaughan,"COVID-19 Emergency By-Law 037-2020, Sec. 10.0(1) Fail to comply with any provision of the By-law, including an Order or Enforcement Order made under the By-law",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.845124,-79.535717
2021-3-16,Mimino Restaurant,2180 Steeles Ave W,City of Vaughan,"O. Reg. 263/20, Schedule 2, Sec. 1.(1)7. Fail to limit the number of patrons seated indoors so as to maintain a physical distance of at least two metres from every other person in the establishment, and in any event not exceeding 10 patrons",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.781937,-79.493124
2021-3-16,Oud Café and Lounge,3560 Rutherford Rd,City of Vaughan,"O. Reg. 263/20, Schedule 2, Sec. 1.(1)7. Fail to limit the number of patrons seated indoors so as to maintain a physical distance of at least two metres from every other person in the establishment, and in any event not exceeding 10 patrons",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.827385,-79.549479
2021-3-16,Paps Kitchen & Bar,3883 Rutherford Rd,City of Vaughan,"O. Reg. 263/20, Schedule 2, Sec. 1.(1)7. Fail to limit the number of patrons seated indoors so as to maintain a physical distance of at least two metres from every other person in the establishment, and in any event not exceeding 10 patrons.",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.825925,-79.558189
